hi,MSG,0002,जारी रखने के लिए इंटरनेट से कनेक्ट करें।
hi,MSG,0003,इंजीनियरिंग का काम करता है। कृपया 30 मिनट के बाद पुन: प्रयास करें।
hi,MSG,0004,अपने मोबाइल डिवाइस के एक अद्वितीय यूआईडी के गठन के साथ समस्या। सूचना भेजी गई।
hi,MSG,0005,आपके मोबाइल डिवाइस का सुरक्षा उल्लंघन। रूट निकालें और बूटलोडर को लॉक करें।
hi,MSG,0006,"जारी रखने के लिए, वैध सिम कार्ड डालें।"
hi,MSG,0007,मोबाइल फोन में सिम कार्ड की उपलब्धता की जांच करें या सिम कार्ड को दूसरे सिम कार्ड स्लॉट में स्थानांतरित करें।
hi,MSG,0008,यह ऐप आपके देश में उपलब्ध होगा: ________
hi,MSG,0009,इंटरनेट कनेक्शन की समस्या। कृपया पुन: प्रयास करें।
hi,MSG,0010,"एप्लिकेशन संस्करण पुराना है। एक नया ऐप जारी किया गया है, संक्रमण के दौरान आपका सारा डेटा बच जाएगा, कृपया लिंक का उपयोग करके नया ऐप इंस्टॉल करें: ___________"
hi,MSG,0011,"गलत मोबाइल फोन नंबर दर्ज किया गया है, कृपया देश कोड के बाद आने वाले अंतर्राष्ट्रीय प्रारूप में सही मोबाइल फोन नंबर दर्ज करें।"
hi,MSG,0012,"दुर्भाग्य से, हम आपको हमारे ऐप तक पहुंच नहीं दे सकते हैं।"
hi,MSG,0013,"अनुरोधों की सीमा से अधिक, आप कुछ मिनटों के बाद फिर से कोशिश कर सकते हैं: _________"
hi,MSG,0014,"कृपया जांचें कि सही मोबाइल फोन नंबर इंगित किया गया है, दर्ज मोबाइल फोन नंबर वाला एक सिम कार्ड इस उपकरण में डाला गया है, सिम कार्ड सक्रिय है और ऑपरेटर के नेटवर्क के कवरेज क्षेत्र में है। फिर दोबारा कोशिश करें।"
hi,TXT,0000,App में आपका स्वागत है: ________
hi,TXT,0001,मैं पुष्टि करता हूं कि मैंने पढ़ा है और पूरी तरह से स्वीकार करता हूं
hi,TXT,0002,ऐप के नियम और शर्तें: ________
hi,BTN,0000,चालक
hi,BTN,0001,मैनेजर
hi,TOP,0000,उपयोग की शर्तें :_________
hi,TOP,0001,चालक पंजीकरण
hi,TOP,0002,प्रबंधक पंजीकरण
hi,TXT,0003,"सुनिश्चित करें कि निर्दिष्ट मोबाइल फोन नंबर वाला सिम कार्ड सक्रिय है और डिवाइस के अंदर स्थित है, अन्यथा पंजीकरण संभव नहीं है।"
hi,TXT,0004,पंजीकरण
hi,BTN,0002,अगला कदम
hi,TOP,0003,चालक
hi,TOP,0004,मैनेजर
hi,TXT,0005,ग़लती
hi,BTN,0003,बंद कर देना
ar,MSG,0000,لا يمكن بدء التطبيق لأنه لا يتم توفير جميع الأذونات اللازمة. قم بتشغيل التطبيق مرة أخرى.
ar,MSG,0001,لاستخدام التطبيق ، يجب عليك قبول اتفاقية المستخدم.
ar,MSG,0002,الاتصال بالإنترنت للمتابعة.
ar,MSG,0003,الأعمال الهندسية. يرجى المحاولة مرة أخرى بعد 30 دقيقة.
ar,MSG,0004,المشكلة مع تشكيل معرف فريد لجهازك المحمول. تم إرسال التقرير.
ar,MSG,0005,انتهاك أمني لجهازك المحمول. إزالة الجذر وقفل محمل الإقلاع.
ar,MSG,0006,للمتابعة ، أدخل بطاقة SIM صالحة.
ar,MSG,0007,تحقق من توفر بطاقة SIM في الهاتف المحمول أو انقل بطاقة SIM إلى فتحة بطاقة SIM أخرى.
ar,MSG,0008,سيكون هذا التطبيق متاحًا في بلدك بعد:
ar,MSG,0009,مشكلة اتصال الإنترنت. حاول مرة اخرى.
ar,MSG,0010,إصدار التطبيق قديم. تم إصدار تطبيق جديد ، سيتم حفظ جميع بياناتك أثناء النقل ، يرجى تثبيت التطبيق الجديد باستخدام الرابط: ___________
ar,MSG,0011,تم إدخال رقم هاتف خاطئ خاطئ ، يرجى إدخال رقم الهاتف المحمول الصحيح بالتنسيق الدولي الذي يلي رمز البلد.
ar,MSG,0012,لسوء الحظ ، لا يمكننا منحك الوصول إلى التطبيق لدينا.
ar,MSG,0013,تم تجاوز حد الطلبات ، يمكنك إعادة المحاولة بعد بضع دقائق: _________
ar,MSG,0014,يرجى التحقق من الإشارة إلى رقم الهاتف المحمول الصحيح ، وإدخال بطاقة SIM مع رقم الهاتف المحمول الذي تم إدخاله في هذا الجهاز ، وبطاقة SIM نشطة وفي منطقة التغطية بشبكة المشغل. ثم أعد المحاولة.
ar,TXT,0000,مرحبا بكم في التطبيق: ________
ar,TXT,0001,أؤكد أنني قد قرأت وقبلت بالكامل
ar,TXT,0002,شروط وأحكام التطبيق: ________
ar,BTN,0000,سائق
ar,BTN,0001,مدير
ar,TOP,0000,شروط الاستخدام :_________
ar,TOP,0001,تسجيل السائق
ar,TOP,0002,تسجيل مدير
ar,TXT,0003,تأكد من أن بطاقة SIM مع رقم الهاتف المحمول المحدد نشطة وموجودة داخل الجهاز ، وإلا التسجيل غير ممكن.
ar,TXT,0004,التسجيل
ar,BTN,0002,الخطوة التالية
ar,TOP,0003,سائق
ar,TOP,0004,مدير
ar,TXT,0005,خطأ
ar,BTN,0003,لإغلاق
pa,MSG,0000,ਐਪ ਨੂੰ ਸ਼ੁਰੂ ਨਹੀਂ ਕੀਤਾ ਜਾ ਸਕਦਾ ਕਿਉਂਕਿ ਸਾਰੀਆਂ ਲੋੜੀਂਦੀਆਂ ਅਨੁਮਤੀਆਂ ਪ੍ਰਦਾਨ ਨਹੀਂ ਕੀਤੀਆਂ ਗਈਆਂ ਹਨ. ਐਪ ਨੂੰ ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਕਰੋ.
pa,MSG,0001,"ਐਪ ਨੂੰ ਵਰਤਣ ਲਈ, ਤੁਹਾਨੂੰ ਉਪਭੋਗਤਾ ਸਮਝੌਤੇ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨਾ ਲਾਜ਼ਮੀ ਹੈ."
pa,MSG,0002,ਜਾਰੀ ਰੱਖਣ ਲਈ ਇੰਟਰਨੈਟ ਨਾਲ ਕਨੈਕਟ ਕਰੋ.
pa,MSG,0003,ਇੰਜੀਨੀਅਰਿੰਗ ਕੰਮ ਕਰਦਾ ਹੈ. ਕਿਰਪਾ ਕਰਕੇ 30 ਮਿੰਟ ਬਾਅਦ ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ.
pa,MSG,0004,ਤੁਹਾਡੇ ਮੋਬਾਈਲ ਉਪਕਰਣ ਦੇ ਵਿਲੱਖਣ UID ਦੇ ਬਣਨ ਵਿੱਚ ਸਮੱਸਿਆ. ਰਿਪੋਰਟ ਭੇਜੀ ਗਈ।
pa,MSG,0005,ਤੁਹਾਡੇ ਮੋਬਾਈਲ ਉਪਕਰਣ ਦੀ ਸੁਰੱਖਿਆ ਦੀ ਉਲੰਘਣਾ. ਰੂਟ ਹਟਾਓ ਅਤੇ ਬੂਟਲੋਡਰ ਨੂੰ ਲਾਕ ਕਰੋ.
pa,MSG,0006,"ਜਾਰੀ ਰੱਖਣ ਲਈ, ਇੱਕ ਵੈਧ ਸਿਮ ਕਾਰਡ ਪਾਓ."
pa,MSG,0007,ਮੋਬਾਈਲ ਫੋਨ ਵਿਚ ਸਿਮ ਕਾਰਡ ਦੀ ਉਪਲਬਧਤਾ ਦੀ ਜਾਂਚ ਕਰੋ ਜਾਂ ਸਿਮ ਕਾਰਡ ਨੂੰ ਕਿਸੇ ਹੋਰ ਸਿਮ ਕਾਰਡ ਨੰਬਰ 'ਤੇ ਭੇਜੋ.
pa,MSG,0008,ਇਹ ਐਪ ਤੁਹਾਡੇ ਦੇਸ਼ ਵਿਚ ਇਸ ਤੋਂ ਬਾਅਦ ਉਪਲਬਧ ਹੋਵੇਗਾ: ________
pa,MSG,0009,ਇੰਟਰਨੈਟ ਕਨੈਕਸ਼ਨ ਸਮੱਸਿਆ. ਮੁੜ ਕੋਸ਼ਿਸ ਕਰੋ ਜੀ.
pa,MSG,0010,"ਐਪ ਦਾ ਸੰਸਕਰਣ ਪੁਰਾਣਾ ਹੈ. ਇੱਕ ਨਵਾਂ ਐਪ ਜਾਰੀ ਕੀਤਾ ਗਿਆ ਹੈ, ਤੁਹਾਡਾ ਸਾਰਾ ਡਾਟਾ ਸੰਕਰਮਣ ਦੇ ਦੌਰਾਨ ਸੁਰੱਖਿਅਤ ਹੋਵੇਗਾ, ਕਿਰਪਾ ਕਰਕੇ ਲਿੰਕ ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਨਵਾਂ ਐਪ ਸਥਾਪਿਤ ਕਰੋ: ___________"
pa,MSG,0011,"ਗਲਤ ਮੋਬਾਈਲ ਫੋਨ ਨੰਬਰ ਦਾਖਲ ਕੀਤਾ ਗਿਆ ਹੈ, ਕਿਰਪਾ ਕਰਕੇ ਅੰਤਰ ਰਾਸ਼ਟਰੀ ਫਾਰਮੈਟ ਵਿੱਚ ਸਹੀ ਮੋਬਾਈਲ ਫੋਨ ਨੰਬਰ ਦਾਖਲ ਕਰੋ ਜੋ ਦੇਸ਼ ਕੋਡ ਤੋਂ ਬਾਅਦ ਆਉਂਦਾ ਹੈ."
pa,MSG,0012,"ਬਦਕਿਸਮਤੀ ਨਾਲ, ਅਸੀਂ ਤੁਹਾਨੂੰ ਸਾਡੇ ਐਪ ਤਕ ਐਕਸੈਸ ਨਹੀਂ ਦੇ ਸਕਦੇ."
pa,MSG,0013,"ਬੇਨਤੀਆਂ ਦੀ ਸੀਮਾ ਵੱਧ ਗਈ, ਤੁਸੀਂ ਕੁਝ ਮਿੰਟਾਂ ਬਾਅਦ ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰ ਸਕਦੇ ਹੋ: _________"
pa,MSG,0014,"ਕਿਰਪਾ ਕਰਕੇ ਜਾਂਚ ਕਰੋ ਕਿ ਸਹੀ ਮੋਬਾਈਲ ਫੋਨ ਨੰਬਰ ਦਰਸਾਇਆ ਗਿਆ ਹੈ, ਇਸ ਡਿਵਾਈਸ ਵਿੱਚ ਦਾਖਲ ਕੀਤੇ ਮੋਬਾਈਲ ਫੋਨ ਨੰਬਰ ਵਾਲਾ ਇੱਕ ਸਿਮ ਕਾਰਡ ਸ਼ਾਮਲ ਕੀਤਾ ਗਿਆ ਹੈ, ਸਿਮ ਕਾਰਡ ਕਿਰਿਆਸ਼ੀਲ ਹੈ ਅਤੇ ਆਪ੍ਰੇਟਰ ਦੇ ਨੈਟਵਰਕ ਦੇ ਕਵਰੇਜ ਖੇਤਰ ਵਿੱਚ ਹੈ. ਫਿਰ ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ."
pa,TXT,0000,ਐਪ ਵਿੱਚ ਤੁਹਾਡਾ ਸਵਾਗਤ ਹੈ: ________
pa,TXT,0001,ਮੈਂ ਪੁਸ਼ਟੀ ਕਰਦਾ ਹਾਂ ਕਿ ਮੈਂ ਪੜ੍ਹ ਲਿਆ ਹੈ ਅਤੇ ਪੂਰੀ ਤਰ੍ਹਾਂ ਸਵੀਕਾਰ ਕਰ ਲਿਆ ਹੈ
pa,TXT,0002,ਐਪ ਦੀਆਂ ਸ਼ਰਤਾਂ ਅਤੇ ਸ਼ਰਤਾਂ: ________
pa,BTN,0000,ਡਰਾਈਵਰ
pa,BTN,0001,ਮੈਨੇਜਰ
pa,TOP,0000,ਵਰਤੋ ਦੀਆਂ ਸ਼ਰਤਾਂ :_________
pa,TOP,0001,ਡਰਾਈਵਰ ਰਜਿਸਟ੍ਰੇਸ਼ਨ
pa,TOP,0002,ਮੈਨੇਜਰ ਰਜਿਸਟਰੇਸ਼ਨ
pa,TXT,0003,"ਇਹ ਸੁਨਿਸ਼ਚਿਤ ਕਰੋ ਕਿ ਨਿਰਧਾਰਤ ਮੋਬਾਈਲ ਫੋਨ ਨੰਬਰ ਵਾਲਾ ਸਿਮ ਕਾਰਡ ਕਿਰਿਆਸ਼ੀਲ ਹੈ ਅਤੇ ਉਪਕਰਣ ਦੇ ਅੰਦਰ ਸਥਿਤ ਹੈ, ਨਹੀਂ ਤਾਂ ਰਜਿਸਟ੍ਰੀਕਰਣ ਸੰਭਵ ਨਹੀਂ ਹੈ."
pa,TXT,0004,ਰਜਿਸਟ੍ਰੇਸ਼ਨ
pa,BTN,0002,ਅਗਲਾ ਕਦਮ
pa,TOP,0003,ਡਰਾਈਵਰ
pa,TOP,0004,ਮੈਨੇਜਰ
pa,TXT,0005,ਗਲਤੀ
pa,BTN,0003,ਬੰਦ ਕਰਨ ਲਈ
